text,label
Cats officially declared smarter than all scientists. Story #114.,Fake
Chocolate proven to make people immortal overnight. Story #245.,Fake
Mermaids discovered running international banks. Story #141.,Fake
Central bank updates interest rate following economic review. Report #46.,Real
Technology company unveils new AI software for businesses. Report #37.,Real
Researchers report water conservation improves crop yield. Report #384.,Real
Researchers report water conservation improves crop yield. Report #126.,Real
Invisible dragons spotted flying over downtown. Story #317.,Fake
Chocolate proven to make people immortal overnight. Story #313.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #232.,Real
Chocolate proven to make people immortal overnight. Story #198.,Fake
University publishes study on renewable energy adoption. Report #215.,Real
Drinking bleach cures every disease instantly. Story #321.,Fake
Moon made entirely of cheese confirmed by experts. Story #360.,Fake
Scientists discover promising treatment after clinical trials. Report #291.,Real
Dinosaurs found alive inside shopping mall basement. Story #264.,Fake
Drinking bleach cures every disease instantly. Story #200.,Fake
Moon made entirely of cheese confirmed by experts. Story #64.,Fake
Local authorities inaugurate new public hospital. Report #158.,Real
Local authorities inaugurate new public hospital. Report #292.,Real
Technology company unveils new AI software for businesses. Report #239.,Real
Time traveler wins every lottery for next century. Story #339.,Fake
Time traveler wins every lottery for next century. Story #400.,Fake
Moon made entirely of cheese confirmed by experts. Story #381.,Fake
City opens new bridge to reduce traffic congestion. Report #1.,Real
Dinosaurs found alive inside shopping mall basement. Story #179.,Fake
Local authorities inaugurate new public hospital. Report #318.,Real
Researchers report water conservation improves crop yield. Report #498.,Real
Local authorities inaugurate new public hospital. Report #114.,Real
City opens new bridge to reduce traffic congestion. Report #137.,Real
Government replacing oxygen with invisible gas tomorrow. Story #256.,Fake
Technology company unveils new AI software for businesses. Report #460.,Real
Moon made entirely of cheese confirmed by experts. Story #252.,Fake
Time traveler wins every lottery for next century. Story #354.,Fake
Health ministry launches nationwide vaccination campaign. Report #395.,Real
Mermaids discovered running international banks. Story #127.,Fake
Invisible dragons spotted flying over downtown. Story #462.,Fake
Chocolate proven to make people immortal overnight. Story #457.,Fake
Central bank updates interest rate following economic review. Report #351.,Real
Moon made entirely of cheese confirmed by experts. Story #289.,Fake
University publishes study on renewable energy adoption. Report #61.,Real
Time traveler wins every lottery for next century. Story #6.,Fake
Local authorities inaugurate new public hospital. Report #165.,Real
Mermaids discovered running international banks. Story #340.,Fake
Drinking bleach cures every disease instantly. Story #177.,Fake
Aliens secretly elected the president yesterday. Story #319.,Fake
Cats officially declared smarter than all scientists. Story #221.,Fake
Dinosaurs found alive inside shopping mall basement. Story #234.,Fake
Moon made entirely of cheese confirmed by experts. Story #211.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #7.,Fake
Drinking bleach cures every disease instantly. Story #325.,Fake
Cats officially declared smarter than all scientists. Story #500.,Fake
Technology company unveils new AI software for businesses. Report #129.,Real
Researchers report water conservation improves crop yield. Report #439.,Real
Moon made entirely of cheese confirmed by experts. Story #65.,Fake
Dinosaurs found alive inside shopping mall basement. Story #342.,Fake
Mermaids discovered running international banks. Story #467.,Fake
Local authorities inaugurate new public hospital. Report #211.,Real
Aliens secretly elected the president yesterday. Story #23.,Fake
Mermaids discovered running international banks. Story #419.,Fake
Time traveler wins every lottery for next century. Story #150.,Fake
Government announces new education policy in parliament. Report #271.,Real
University publishes study on renewable energy adoption. Report #443.,Real
Aliens secretly elected the president yesterday. Story #110.,Fake
Local authorities inaugurate new public hospital. Report #491.,Real
Invisible dragons spotted flying over downtown. Story #469.,Fake
Time traveler wins every lottery for next century. Story #151.,Fake
Dinosaurs found alive inside shopping mall basement. Story #390.,Fake
Researchers report water conservation improves crop yield. Report #257.,Real
Local authorities inaugurate new public hospital. Report #297.,Real
Researchers report water conservation improves crop yield. Report #352.,Real
Time traveler wins every lottery for next century. Story #22.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #42.,Fake
Local authorities inaugurate new public hospital. Report #28.,Real
Government replacing oxygen with invisible gas tomorrow. Story #31.,Fake
Scientists discover promising treatment after clinical trials. Report #35.,Real
Drinking bleach cures every disease instantly. Story #403.,Fake
Central bank updates interest rate following economic review. Report #111.,Real
Government announces new education policy in parliament. Report #178.,Real
Scientists discover promising treatment after clinical trials. Report #304.,Real
Aliens secretly elected the president yesterday. Story #243.,Fake
Invisible dragons spotted flying over downtown. Story #267.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #122.,Fake
Researchers report water conservation improves crop yield. Report #110.,Real
Technology company unveils new AI software for businesses. Report #446.,Real
City opens new bridge to reduce traffic congestion. Report #274.,Real
Local authorities inaugurate new public hospital. Report #391.,Real
Central bank updates interest rate following economic review. Report #84.,Real
University publishes study on renewable energy adoption. Report #214.,Real
Time traveler wins every lottery for next century. Story #161.,Fake
Government announces new education policy in parliament. Report #67.,Real
Technology company unveils new AI software for businesses. Report #112.,Real
Dinosaurs found alive inside shopping mall basement. Story #85.,Fake
Researchers report water conservation improves crop yield. Report #457.,Real
Government replacing oxygen with invisible gas tomorrow. Story #448.,Fake
Local authorities inaugurate new public hospital. Report #386.,Real
Dinosaurs found alive inside shopping mall basement. Story #336.,Fake
Central bank updates interest rate following economic review. Report #296.,Real
City opens new bridge to reduce traffic congestion. Report #74.,Real
Drinking bleach cures every disease instantly. Story #227.,Fake
City opens new bridge to reduce traffic congestion. Report #18.,Real
Local authorities inaugurate new public hospital. Report #240.,Real
Scientists discover promising treatment after clinical trials. Report #260.,Real
Invisible dragons spotted flying over downtown. Story #466.,Fake
Technology company unveils new AI software for businesses. Report #259.,Real
Drinking bleach cures every disease instantly. Story #389.,Fake
Scientists discover promising treatment after clinical trials. Report #319.,Real
Local authorities inaugurate new public hospital. Report #244.,Real
Health ministry launches nationwide vaccination campaign. Report #262.,Real
Government announces new education policy in parliament. Report #103.,Real
Government announces new education policy in parliament. Report #463.,Real
Moon made entirely of cheese confirmed by experts. Story #250.,Fake
Government announces new education policy in parliament. Report #100.,Real
Government announces new education policy in parliament. Report #131.,Real
Moon made entirely of cheese confirmed by experts. Story #322.,Fake
Aliens secretly elected the president yesterday. Story #329.,Fake
Cats officially declared smarter than all scientists. Story #481.,Fake
Technology company unveils new AI software for businesses. Report #218.,Real
Moon made entirely of cheese confirmed by experts. Story #12.,Fake
Scientists discover promising treatment after clinical trials. Report #483.,Real
Mermaids discovered running international banks. Story #316.,Fake
Moon made entirely of cheese confirmed by experts. Story #236.,Fake
Local authorities inaugurate new public hospital. Report #492.,Real
City opens new bridge to reduce traffic congestion. Report #93.,Real
Moon made entirely of cheese confirmed by experts. Story #13.,Fake
Moon made entirely of cheese confirmed by experts. Story #387.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #228.,Real
Researchers report water conservation improves crop yield. Report #122.,Real
Cats officially declared smarter than all scientists. Story #363.,Fake
University publishes study on renewable energy adoption. Report #171.,Real
University publishes study on renewable energy adoption. Report #450.,Real
Mermaids discovered running international banks. Story #408.,Fake
Technology company unveils new AI software for businesses. Report #205.,Real
Mermaids discovered running international banks. Story #333.,Fake
Researchers report water conservation improves crop yield. Report #204.,Real
Researchers report water conservation improves crop yield. Report #40.,Real
Local authorities inaugurate new public hospital. Report #160.,Real
Researchers report water conservation improves crop yield. Report #342.,Real
Government replacing oxygen with invisible gas tomorrow. Story #8.,Fake
City opens new bridge to reduce traffic congestion. Report #9.,Real
Time traveler wins every lottery for next century. Story #478.,Fake
Invisible dragons spotted flying over downtown. Story #38.,Fake
City opens new bridge to reduce traffic congestion. Report #256.,Real
Technology company unveils new AI software for businesses. Report #288.,Real
Local authorities inaugurate new public hospital. Report #30.,Real
Dinosaurs found alive inside shopping mall basement. Story #231.,Fake
Chocolate proven to make people immortal overnight. Story #496.,Fake
University publishes study on renewable energy adoption. Report #302.,Real
Aliens secretly elected the president yesterday. Story #123.,Fake
Researchers report water conservation improves crop yield. Report #43.,Real
Meteorological department forecasts heavy rainfall this weekend. Report #55.,Real
Cats officially declared smarter than all scientists. Story #146.,Fake
Cats officially declared smarter than all scientists. Story #24.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #233.,Fake
University publishes study on renewable energy adoption. Report #371.,Real
Aliens secretly elected the president yesterday. Story #186.,Fake
Invisible dragons spotted flying over downtown. Story #254.,Fake
Local authorities inaugurate new public hospital. Report #197.,Real
Technology company unveils new AI software for businesses. Report #497.,Real
Researchers report water conservation improves crop yield. Report #151.,Real
Dinosaurs found alive inside shopping mall basement. Story #130.,Fake
Technology company unveils new AI software for businesses. Report #52.,Real
Mermaids discovered running international banks. Story #410.,Fake
City opens new bridge to reduce traffic congestion. Report #454.,Real
Scientists discover promising treatment after clinical trials. Report #273.,Real
University publishes study on renewable energy adoption. Report #399.,Real
Mermaids discovered running international banks. Story #154.,Fake
Mermaids discovered running international banks. Story #395.,Fake
Cats officially declared smarter than all scientists. Story #18.,Fake
Aliens secretly elected the president yesterday. Story #434.,Fake
Drinking bleach cures every disease instantly. Story #203.,Fake
Central bank updates interest rate following economic review. Report #207.,Real
Drinking bleach cures every disease instantly. Story #283.,Fake
Aliens secretly elected the president yesterday. Story #86.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #130.,Real
Drinking bleach cures every disease instantly. Story #199.,Fake
Aliens secretly elected the president yesterday. Story #61.,Fake
City opens new bridge to reduce traffic congestion. Report #471.,Real
Government replacing oxygen with invisible gas tomorrow. Story #499.,Fake
Chocolate proven to make people immortal overnight. Story #304.,Fake
Invisible dragons spotted flying over downtown. Story #268.,Fake
Invisible dragons spotted flying over downtown. Story #137.,Fake
Mermaids discovered running international banks. Story #60.,Fake
Drinking bleach cures every disease instantly. Story #135.,Fake
City opens new bridge to reduce traffic congestion. Report #422.,Real
Meteorological department forecasts heavy rainfall this weekend. Report #88.,Real
Government announces new education policy in parliament. Report #400.,Real
Dinosaurs found alive inside shopping mall basement. Story #166.,Fake
Central bank updates interest rate following economic review. Report #453.,Real
Dinosaurs found alive inside shopping mall basement. Story #471.,Fake
Mermaids discovered running international banks. Story #148.,Fake
Cats officially declared smarter than all scientists. Story #315.,Fake
Time traveler wins every lottery for next century. Story #99.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #155.,Fake
City opens new bridge to reduce traffic congestion. Report #19.,Real
Chocolate proven to make people immortal overnight. Story #493.,Fake
Dinosaurs found alive inside shopping mall basement. Story #473.,Fake
Drinking bleach cures every disease instantly. Story #428.,Fake
Health ministry launches nationwide vaccination campaign. Report #286.,Real
University publishes study on renewable energy adoption. Report #136.,Real
Central bank updates interest rate following economic review. Report #495.,Real
Aliens secretly elected the president yesterday. Story #178.,Fake
Central bank updates interest rate following economic review. Report #195.,Real
Health ministry launches nationwide vaccination campaign. Report #473.,Real
Technology company unveils new AI software for businesses. Report #261.,Real
Aliens secretly elected the president yesterday. Story #197.,Fake
Invisible dragons spotted flying over downtown. Story #40.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #387.,Real
Chocolate proven to make people immortal overnight. Story #482.,Fake
Aliens secretly elected the president yesterday. Story #273.,Fake
Government announces new education policy in parliament. Report #5.,Real
Researchers report water conservation improves crop yield. Report #356.,Real
Government announces new education policy in parliament. Report #157.,Real
Technology company unveils new AI software for businesses. Report #267.,Real
Chocolate proven to make people immortal overnight. Story #128.,Fake
Chocolate proven to make people immortal overnight. Story #180.,Fake
City opens new bridge to reduce traffic congestion. Report #176.,Real
Health ministry launches nationwide vaccination campaign. Report #270.,Real
Drinking bleach cures every disease instantly. Story #465.,Fake
Mermaids discovered running international banks. Story #420.,Fake
Health ministry launches nationwide vaccination campaign. Report #431.,Real
Technology company unveils new AI software for businesses. Report #119.,Real
Health ministry launches nationwide vaccination campaign. Report #404.,Real
Mermaids discovered running international banks. Story #194.,Fake
Central bank updates interest rate following economic review. Report #488.,Real
City opens new bridge to reduce traffic congestion. Report #212.,Real
Chocolate proven to make people immortal overnight. Story #258.,Fake
Chocolate proven to make people immortal overnight. Story #163.,Fake
Health ministry launches nationwide vaccination campaign. Report #253.,Real
Aliens secretly elected the president yesterday. Story #213.,Fake
Invisible dragons spotted flying over downtown. Story #405.,Fake
Mermaids discovered running international banks. Story #144.,Fake
Drinking bleach cures every disease instantly. Story #303.,Fake
Government announces new education policy in parliament. Report #392.,Real
Health ministry launches nationwide vaccination campaign. Report #34.,Real
Moon made entirely of cheese confirmed by experts. Story #433.,Fake
Drinking bleach cures every disease instantly. Story #445.,Fake
Scientists discover promising treatment after clinical trials. Report #49.,Real
University publishes study on renewable energy adoption. Report #190.,Real
Technology company unveils new AI software for businesses. Report #322.,Real
Health ministry launches nationwide vaccination campaign. Report #198.,Real
Technology company unveils new AI software for businesses. Report #77.,Real
Scientists discover promising treatment after clinical trials. Report #283.,Real
Local authorities inaugurate new public hospital. Report #66.,Real
Time traveler wins every lottery for next century. Story #20.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #92.,Real
Scientists discover promising treatment after clinical trials. Report #185.,Real
University publishes study on renewable energy adoption. Report #311.,Real
Meteorological department forecasts heavy rainfall this weekend. Report #424.,Real
Central bank updates interest rate following economic review. Report #345.,Real
Drinking bleach cures every disease instantly. Story #116.,Fake
Central bank updates interest rate following economic review. Report #418.,Real
Dinosaurs found alive inside shopping mall basement. Story #97.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #361.,Fake
University publishes study on renewable energy adoption. Report #227.,Real
Local authorities inaugurate new public hospital. Report #458.,Real
Dinosaurs found alive inside shopping mall basement. Story #235.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #102.,Real
City opens new bridge to reduce traffic congestion. Report #181.,Real
Aliens secretly elected the president yesterday. Story #265.,Fake
Researchers report water conservation improves crop yield. Report #398.,Real
Researchers report water conservation improves crop yield. Report #177.,Real
Moon made entirely of cheese confirmed by experts. Story #362.,Fake
Researchers report water conservation improves crop yield. Report #208.,Real
Drinking bleach cures every disease instantly. Story #295.,Fake
University publishes study on renewable energy adoption. Report #298.,Real
Mermaids discovered running international banks. Story #391.,Fake
Aliens secretly elected the president yesterday. Story #425.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #214.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #410.,Real
Government announces new education policy in parliament. Report #470.,Real
Cats officially declared smarter than all scientists. Story #56.,Fake
Technology company unveils new AI software for businesses. Report #481.,Real
University publishes study on renewable energy adoption. Report #476.,Real
Chocolate proven to make people immortal overnight. Story #68.,Fake
Dinosaurs found alive inside shopping mall basement. Story #483.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #193.,Real
Time traveler wins every lottery for next century. Story #437.,Fake
Local authorities inaugurate new public hospital. Report #331.,Real
Drinking bleach cures every disease instantly. Story #371.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #369.,Real
Meteorological department forecasts heavy rainfall this weekend. Report #327.,Real
Researchers report water conservation improves crop yield. Report #8.,Real
Technology company unveils new AI software for businesses. Report #266.,Real
Dinosaurs found alive inside shopping mall basement. Story #341.,Fake
Moon made entirely of cheese confirmed by experts. Story #90.,Fake
University publishes study on renewable energy adoption. Report #415.,Real
Researchers report water conservation improves crop yield. Report #243.,Real
Scientists discover promising treatment after clinical trials. Report #68.,Real
Central bank updates interest rate following economic review. Report #278.,Real
Dinosaurs found alive inside shopping mall basement. Story #171.,Fake
City opens new bridge to reduce traffic congestion. Report #294.,Real
Scientists discover promising treatment after clinical trials. Report #375.,Real
Mermaids discovered running international banks. Story #330.,Fake
Technology company unveils new AI software for businesses. Report #308.,Real
Dinosaurs found alive inside shopping mall basement. Story #102.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #373.,Real
Drinking bleach cures every disease instantly. Story #423.,Fake
Mermaids discovered running international banks. Story #270.,Fake
Dinosaurs found alive inside shopping mall basement. Story #312.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #279.,Fake
Chocolate proven to make people immortal overnight. Story #430.,Fake
Local authorities inaugurate new public hospital. Report #312.,Real
University publishes study on renewable energy adoption. Report #4.,Real
Scientists discover promising treatment after clinical trials. Report #494.,Real
Aliens secretly elected the president yesterday. Story #30.,Fake
Technology company unveils new AI software for businesses. Report #180.,Real
Technology company unveils new AI software for businesses. Report #336.,Real
Moon made entirely of cheese confirmed by experts. Story #107.,Fake
Researchers report water conservation improves crop yield. Report #407.,Real
Central bank updates interest rate following economic review. Report #280.,Real
Central bank updates interest rate following economic review. Report #36.,Real
Meteorological department forecasts heavy rainfall this weekend. Report #430.,Real
Time traveler wins every lottery for next century. Story #257.,Fake
Central bank updates interest rate following economic review. Report #226.,Real
Moon made entirely of cheese confirmed by experts. Story #280.,Fake
Researchers report water conservation improves crop yield. Report #364.,Real
Central bank updates interest rate following economic review. Report #22.,Real
Invisible dragons spotted flying over downtown. Story #217.,Fake
Technology company unveils new AI software for businesses. Report #32.,Real
Cats officially declared smarter than all scientists. Story #347.,Fake
University publishes study on renewable energy adoption. Report #209.,Real
Meteorological department forecasts heavy rainfall this weekend. Report #78.,Real
Moon made entirely of cheese confirmed by experts. Story #441.,Fake
Moon made entirely of cheese confirmed by experts. Story #432.,Fake
Chocolate proven to make people immortal overnight. Story #399.,Fake
Cats officially declared smarter than all scientists. Story #115.,Fake
Invisible dragons spotted flying over downtown. Story #26.,Fake
Health ministry launches nationwide vaccination campaign. Report #174.,Real
Cats officially declared smarter than all scientists. Story #224.,Fake
University publishes study on renewable energy adoption. Report #276.,Real
Mermaids discovered running international banks. Story #77.,Fake
Central bank updates interest rate following economic review. Report #313.,Real
Drinking bleach cures every disease instantly. Story #494.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #480.,Fake
Technology company unveils new AI software for businesses. Report #72.,Real
Chocolate proven to make people immortal overnight. Story #73.,Fake
Local authorities inaugurate new public hospital. Report #472.,Real
Local authorities inaugurate new public hospital. Report #496.,Real
Health ministry launches nationwide vaccination campaign. Report #182.,Real
Cats officially declared smarter than all scientists. Story #382.,Fake
Invisible dragons spotted flying over downtown. Story #379.,Fake
City opens new bridge to reduce traffic congestion. Report #338.,Real
Technology company unveils new AI software for businesses. Report #354.,Real
Mermaids discovered running international banks. Story #287.,Fake
Time traveler wins every lottery for next century. Story #189.,Fake
Moon made entirely of cheese confirmed by experts. Story #447.,Fake
Invisible dragons spotted flying over downtown. Story #308.,Fake
Researchers report water conservation improves crop yield. Report #98.,Real
City opens new bridge to reduce traffic congestion. Report #412.,Real
Scientists discover promising treatment after clinical trials. Report #206.,Real
Mermaids discovered running international banks. Story #353.,Fake
Time traveler wins every lottery for next century. Story #297.,Fake
Health ministry launches nationwide vaccination campaign. Report #363.,Real
Technology company unveils new AI software for businesses. Report #83.,Real
Cats officially declared smarter than all scientists. Story #131.,Fake
Dinosaurs found alive inside shopping mall basement. Story #46.,Fake
Mermaids discovered running international banks. Story #474.,Fake
Cats officially declared smarter than all scientists. Story #145.,Fake
Researchers report water conservation improves crop yield. Report #48.,Real
Scientists discover promising treatment after clinical trials. Report #317.,Real
Aliens secretly elected the president yesterday. Story #45.,Fake
Local authorities inaugurate new public hospital. Report #394.,Real
Chocolate proven to make people immortal overnight. Story #109.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #53.,Real
Aliens secretly elected the president yesterday. Story #393.,Fake
Invisible dragons spotted flying over downtown. Story #355.,Fake
Chocolate proven to make people immortal overnight. Story #249.,Fake
Health ministry launches nationwide vaccination campaign. Report #202.,Real
Invisible dragons spotted flying over downtown. Story #140.,Fake
Invisible dragons spotted flying over downtown. Story #486.,Fake
Researchers report water conservation improves crop yield. Report #465.,Real
Dinosaurs found alive inside shopping mall basement. Story #404.,Fake
Technology company unveils new AI software for businesses. Report #104.,Real
Invisible dragons spotted flying over downtown. Story #394.,Fake
Mermaids discovered running international banks. Story #205.,Fake
Local authorities inaugurate new public hospital. Report #153.,Real
Meteorological department forecasts heavy rainfall this weekend. Report #500.,Real
Chocolate proven to make people immortal overnight. Story #55.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #150.,Real
Dinosaurs found alive inside shopping mall basement. Story #386.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #435.,Real
Health ministry launches nationwide vaccination campaign. Report #447.,Real
Moon made entirely of cheese confirmed by experts. Story #93.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #79.,Fake
Local authorities inaugurate new public hospital. Report #437.,Real
Drinking bleach cures every disease instantly. Story #170.,Fake
University publishes study on renewable energy adoption. Report #250.,Real
Mermaids discovered running international banks. Story #458.,Fake
Central bank updates interest rate following economic review. Report #3.,Real
Dinosaurs found alive inside shopping mall basement. Story #282.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #293.,Fake
Mermaids discovered running international banks. Story #446.,Fake
Researchers report water conservation improves crop yield. Report #279.,Real
Invisible dragons spotted flying over downtown. Story #468.,Fake
Researchers report water conservation improves crop yield. Report #248.,Real
Local authorities inaugurate new public hospital. Report #113.,Real
Invisible dragons spotted flying over downtown. Story #369.,Fake
University publishes study on renewable energy adoption. Report #300.,Real
Researchers report water conservation improves crop yield. Report #484.,Real
Central bank updates interest rate following economic review. Report #105.,Real
City opens new bridge to reduce traffic congestion. Report #127.,Real
City opens new bridge to reduce traffic congestion. Report #200.,Real
Health ministry launches nationwide vaccination campaign. Report #385.,Real
Drinking bleach cures every disease instantly. Story #1.,Fake
Aliens secretly elected the president yesterday. Story #210.,Fake
Moon made entirely of cheese confirmed by experts. Story #219.,Fake
University publishes study on renewable energy adoption. Report #324.,Real
Aliens secretly elected the president yesterday. Story #442.,Fake
Dinosaurs found alive inside shopping mall basement. Story #136.,Fake
Invisible dragons spotted flying over downtown. Story #195.,Fake
Aliens secretly elected the president yesterday. Story #183.,Fake
Dinosaurs found alive inside shopping mall basement. Story #417.,Fake
Central bank updates interest rate following economic review. Report #413.,Real
Moon made entirely of cheese confirmed by experts. Story #260.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #106.,Fake
Aliens secretly elected the president yesterday. Story #188.,Fake
Scientists discover promising treatment after clinical trials. Report #251.,Real
Local authorities inaugurate new public hospital. Report #397.,Real
University publishes study on renewable energy adoption. Report #388.,Real
Health ministry launches nationwide vaccination campaign. Report #192.,Real
Invisible dragons spotted flying over downtown. Story #225.,Fake
Health ministry launches nationwide vaccination campaign. Report #101.,Real
Government replacing oxygen with invisible gas tomorrow. Story #191.,Fake
Drinking bleach cures every disease instantly. Story #47.,Fake
Mermaids discovered running international banks. Story #209.,Fake
Moon made entirely of cheese confirmed by experts. Story #337.,Fake
Aliens secretly elected the president yesterday. Story #32.,Fake
Government replacing oxygen with invisible gas tomorrow. Story #162.,Fake
Moon made entirely of cheese confirmed by experts. Story #16.,Fake
Scientists discover promising treatment after clinical trials. Report #451.,Real
Central bank updates interest rate following economic review. Report #429.,Real
City opens new bridge to reduce traffic congestion. Report #220.,Real
Meteorological department forecasts heavy rainfall this weekend. Report #489.,Real
Mermaids discovered running international banks. Story #461.,Fake
Meteorological department forecasts heavy rainfall this weekend. Report #380.,Real
Time traveler wins every lottery for next century. Story #396.,Fake
Drinking bleach cures every disease instantly. Story #244.,Fake
Invisible dragons spotted flying over downtown. Story #158.,Fake
Aliens secretly elected the president yesterday. Story #338.,Fake
Technology company unveils new AI software for businesses. Report #145.,Real
City opens new bridge to reduce traffic congestion. Report #168.,Real
Local authorities inaugurate new public hospital. Report #196.,Real
Mermaids discovered running international banks. Story #388.,Fake
Mermaids discovered running international banks. Story #229.,Fake
Health ministry launches nationwide vaccination campaign. Report #344.,Real
Central bank updates interest rate following economic review. Report #303.,Real
City opens new bridge to reduce traffic congestion. Report #60.,Real
City opens new bridge to reduce traffic congestion. Report #125.,Real
Local authorities inaugurate new public hospital. Report #282.,Real
Mermaids discovered running international banks. Story #168.,Fake
Mermaids discovered running international banks. Story #497.,Fake
University publishes study on renewable energy adoption. Report #343.,Real
Meteorological department forecasts heavy rainfall this weekend. Report #389.,Real
Health ministry launches nationwide vaccination campaign. Report #402.,Real
Health ministry launches nationwide vaccination campaign. Report #315.,Real
Local authorities inaugurate new public hospital. Report #85.,Real
Meteorological department forecasts heavy rainfall this weekend. Report #97.,Real
Cats officially declared smarter than all scientists. Story #326.,Fake
Time traveler wins every lottery for next century. Story #37.,Fake
Central bank updates interest rate following economic review. Report #86.,Real
Aliens secretly elected the president yesterday. Story #50.,Fake
Scientists discover promising treatment after clinical trials. Report #287.,Real
Health ministry launches nationwide vaccination campaign. Report #47.,Real
Drinking bleach cures every disease instantly. Story #286.,Fake
University publishes study on renewable energy adoption. Report #378.,Real
Time traveler wins every lottery for next century. Story #429.,Fake
Government announces new education policy in parliament. Report #184.,Real
Time traveler wins every lottery for next century. Story #470.,Fake
University publishes study on renewable energy adoption. Report #6.,Real
Central bank updates interest rate following economic review. Report #87.,Real
